#Thorlabs FTS
[SpectrumHeader]
#Date;20240703
#Time;12105190
#GMTTime;16105190
#Instrument;0
#InstrModel;CCS100
#Series;0
#InterferometerSerial;M00316293
#Type;emission
#ChannelIndex;0
#XAxisUnit;eV
#YAxisUnit;intensity
#Average;1000
#RollingAverage;0
#SpectrumSmooth;0
#SSmoothParam1;0
#SSmoothParam2;0
#SSmoothParam3;0
#SSmoothParam4;0
#IntegrationTime;8.000000
#TriggerMode;0
#AirMeasureOpt;0
#AirTemp;0.00
#AirPressure;0.00
#AirRelHum;0.00
#WnrMin;13430.952148
#WnrMax;31079.945312
#Length;3648
#Resolution;0.0000000000e+00
#ADC;0
#InstrStatus;0
#RefLaserLocked;0
#ChannelIndex;0
#AttenuationFilter;0
#Stitched;0
#ExcitationWavelength_nm;0
#SoftwareVersion;
#FirmwareVersion;
#Motor_FirmwareVersion;
#ReconstructionAlgorithms_SoftwareVersion;
#Sensor_FirmwareVersion;
#InstrSeriesIdentifier;MUN_CCS_SERIES
#Name;
#Comment;""
#ExtComment;""
#Source;
[Data]
1.664767265e+00;1.434698235e-03
1.665035605e+00;1.130522811e-03
1.665304184e+00;1.931612729e-03
1.665572762e+00;1.851020148e-03
1.665841460e+00;3.577176016e-03
1.666110277e+00;4.733245820e-03
1.666379094e+00;5.268825218e-02
1.666648030e+00;8.601516485e-02
1.666917086e+00;8.670841157e-02
1.667186260e+00;8.545608819e-02
1.667455435e+00;8.632332087e-02
1.667724729e+00;8.522308618e-02
1.667994142e+00;8.671676368e-02
1.668263555e+00;8.603909612e-02
1.668533206e+00;8.754949272e-02
1.668802857e+00;8.683700860e-02
1.669072628e+00;8.799430728e-02
1.669342399e+00;8.692895621e-02
1.669612408e+00;8.770997077e-02
1.669882417e+00;8.716475964e-02
1.670152426e+00;8.798503876e-02
1.670422554e+00;8.743630350e-02
1.670692921e+00;8.839570731e-02
1.670963287e+00;8.839218318e-02
1.671233654e+00;8.854502439e-02
1.671504259e+00;8.796699345e-02
1.671774864e+00;8.900557458e-02
1.672045588e+00;8.859388530e-02
1.672316313e+00;8.971849829e-02
1.672587276e+00;8.916746080e-02
1.672858238e+00;9.066302329e-02
1.673129320e+00;8.990384638e-02
1.673400402e+00;9.176675975e-02
1.673671722e+00;9.106668830e-02
1.673943043e+00;9.260511398e-02
1.674214482e+00;9.171120077e-02
1.674485922e+00;9.346351773e-02
1.674757481e+00;9.235687554e-02
1.675029159e+00;9.342841059e-02
1.675301075e+00;9.230370820e-02
1.675572872e+00;9.343349189e-02
1.675844789e+00;9.255284071e-02
1.676116824e+00;9.310313314e-02
1.676388979e+00;9.276984632e-02
1.676661253e+00;9.399522096e-02
1.676933408e+00;9.377653152e-02
1.677205801e+00;9.477756917e-02
1.677478313e+00;9.459135681e-02
1.677750945e+00;9.540835023e-02
1.678023577e+00;9.532261640e-02
1.678296208e+00;9.681481868e-02
1.678569078e+00;9.681990743e-02
1.678842068e+00;9.867191315e-02
1.679115057e+00;9.825123101e-02
1.679388165e+00;9.962817281e-02
1.679661393e+00;9.876826406e-02
1.679934621e+00;1.003663614e-01
1.680207968e+00;9.925486892e-02
1.680481434e+00;1.004655436e-01
1.680755019e+00;9.924094379e-02
1.681028724e+00;1.006848961e-01
1.681302309e+00;9.970725328e-02
1.681576133e+00;1.008860022e-01
1.681850076e+00;1.004166305e-01
1.682124138e+00;1.018076316e-01
1.682398200e+00;1.016078666e-01
1.682672381e+00;1.025207117e-01
1.682946682e+00;1.020042226e-01
1.683220983e+00;1.028279439e-01
1.683495402e+00;1.023119912e-01
1.683769941e+00;1.028273702e-01
1.684044600e+00;1.027103215e-01
1.684319377e+00;1.038014889e-01
1.684594154e+00;1.034821495e-01
1.684868932e+00;1.044733152e-01
1.685143948e+00;1.041429862e-01
1.685419083e+00;1.051635593e-01
1.685694218e+00;1.044773161e-01
1.685969472e+00;1.060578376e-01
1.686244845e+00;1.053740084e-01
1.686520338e+00;1.075730026e-01
1.686795712e+00;1.066051498e-01
1.687071323e+00;1.080584899e-01
1.687347054e+00;1.069168225e-01
1.687622905e+00;1.085256189e-01
1.687898755e+00;1.075091064e-01
1.688174844e+00;1.094795391e-01
1.688450813e+00;1.083588377e-01
1.688727021e+00;1.098161116e-01
1.689003110e+00;1.088999286e-01
1.689279556e+00;1.097948924e-01
1.689556003e+00;1.089099944e-01
1.689832449e+00;1.103280336e-01
1.690109134e+00;1.101908460e-01
1.690385818e+00;1.114464402e-01
1.690662622e+00;1.112534180e-01
1.690939546e+00;1.111267805e-01
1.691216350e+00;1.119490713e-01
1.691493511e+00;1.121088788e-01
1.691770673e+00;1.133198217e-01
1.692047954e+00;1.127980202e-01
1.692325234e+00;1.134712398e-01
1.692602754e+00;1.127225310e-01
1.692880273e+00;1.134251133e-01
1.693157911e+00;1.124607176e-01
1.693435431e+00;1.134673581e-01
1.693713307e+00;1.123151034e-01
1.693991184e+00;1.139512211e-01
1.694269180e+00;1.129628271e-01
1.694547176e+00;1.145315170e-01
1.694825411e+00;1.134763062e-01
1.695103645e+00;1.150493398e-01
1.695381999e+00;1.139595211e-01
1.695660472e+00;1.153724790e-01
1.695938826e+00;1.142932251e-01
1.696217537e+00;1.162031814e-01
1.696496248e+00;1.153788716e-01
1.696774960e+00;1.174148768e-01
1.697053909e+00;1.169745252e-01
1.697332859e+00;1.182958856e-01
1.697612047e+00;1.176366359e-01
1.697891235e+00;1.193812788e-01
1.698170424e+00;1.193881556e-01
1.698449731e+00;1.203450710e-01
1.698729157e+00;1.200971752e-01
1.699008703e+00;1.213726550e-01
1.699288368e+00;1.217381060e-01
1.699568033e+00;1.235314533e-01
1.699847817e+00;1.233976632e-01
1.700127840e+00;1.241990775e-01
1.700407743e+00;1.237626374e-01
1.700687885e+00;1.246006712e-01
1.700967908e+00;1.237412021e-01
1.701248169e+00;1.249488220e-01
1.701528549e+00;1.241693944e-01
1.701809049e+00;1.255593151e-01
1.702089667e+00;1.248681322e-01
1.702370286e+00;1.265511215e-01
