248.3146067	1.44581	0.4306
249.5624188	1.40327	0.47987
250.8228351	1.43847	0.49026
252.0960475	1.38332	0.57417
253.3822518	1.43293	0.58967
254.6816479	1.42703	0.65573
255.9944399	1.44726	0.69628
257.320836	1.48742	0.81254
258.6610487	1.52993	0.81632
260.015295	1.58705	0.82607
261.3837966	1.65313	0.91448
262.7667796	1.71913	0.9218
264.1644753	1.77944	0.92867
265.5771195	1.86514	0.93979
267.0049535	1.96582	0.94587
268.4482235	2.05836	0.94935
269.9071812	2.14795	0.90912
271.3820839	2.27012	0.87223
272.8731942	2.31463	0.76595
275.9051186	2.35854	0.31828
277.446488	2.3271	0.27299
279.0051761	2.30033	0.22963
280.5814765	2.27269	0.19433
282.1756895	2.24309	0.16258
283.788122	2.22396	0.13368
285.4190882	2.12178	0.10437
287.0689095	2.10673	0.106
288.7379148	2.08481	0.10393
290.4264406	2.0641	0.10311
292.1348315	2.04027	0.10019
293.8634399	2.02188	0.1031
295.6126271	1.99969	0.10327
297.3827626	1.98231	0.10256
299.174225	1.96975	0.09775
300.9874021	1.94931	0.10005
302.8226911	1.94141	0.09655
304.6804991	1.93049	0.09693
306.5612429	1.92123	0.09669
308.46535	1.91382	0.09584
310.3932584	1.90569	0.09524
312.3454173	1.90039	0.09514
314.322287	1.8943	0.09493
316.3243398	1.89111	0.09558
318.3520599	1.88617	0.09528
320.4059442	1.88331	0.09521
322.4865023	1.87941	0.09448
324.5942572	1.87526	0.09331
326.7297457	1.87148	0.09228
328.8935189	1.86561	0.09137
331.0861423	1.86169	0.09193
333.308197	1.85818	0.09186
335.5602794	1.85446	0.09192
337.8430024	1.85134	0.09075
340.1569955	1.84838	0.08855
342.5029059	1.83741	0.08418
344.8813983	1.83135	0.08205
347.2931563	1.82513	0.08122
349.7388827	1.81849	0.08094
352.2193003	1.81313	0.08118
354.7351525	1.80693	0.08055
357.2872039	1.79409	0.08076
359.8762417	1.78384	0.08752
362.5030755	1.77999	0.09473
365.1685393	1.77891	0.10063
367.8734915	1.77682	0.10715
370.618816	1.77623	0.11329
373.4054237	1.77592	0.11983
376.2342526	1.77814	0.12531
379.1062698	1.7808	0.12971
382.0224719	1.78465	0.13408
384.9838864	1.79194	0.13769
387.991573	1.7949	0.14186
391.0466248	1.80898	0.1407
394.1501694	1.81051	0.14271
397.3033708	1.82059	0.14111
400.5074302	1.82969	0.13806
403.7635882	1.83915	0.13296
407.0731258	1.84226	0.12939
410.4373665	1.8548	0.11871
413.8576779	1.86189	0.10859
417.3354735	1.86215	0.1007
420.8722148	1.86911	0.08632
424.4694132	1.86818	0.07546
428.1286323	1.86661	0.06382
431.85149	1.86367	0.052
435.639661	1.85824	0.04135
439.4948792	1.85154	0.03199
443.4189406	1.84383	0.02416
447.4137058	1.83435	0.01762
451.4811032	1.82673	0.0128
455.6231316	1.81855	0.00908
459.8418643	1.81153	0.00654
464.1394519	1.80571	0.00502
468.5181259	1.7969	6.08415E-4
472.9802033	1.78775	0
477.5280899	1.78271	0
482.1642849	1.77778	8.80512E-5
486.8913858	1.77437	5.80316E-4
491.7120926	1.77038	0.0012
496.6292135	1.76831	0.00171
501.6456702	1.76421	0.00188
506.7645036	1.76232	0.00208
511.9888799	1.76082	0.00161
517.3220974	1.75876	0.00128
522.7675931	1.75716	8.54543E-4
528.3289505	1.75414	0.00101
534.009907	1.75206	4.27358E-4
539.8143625	1.74962	2.74399E-4
545.7463884	1.74733	9.4356E-5
551.8102372	1.74509	0
558.0103522	1.74215	0
564.351379	1.73984	0
570.8381764	1.73753	0
577.4758296	1.73502	0
584.2696629	1.73283	0
591.2252541	1.73038	0
598.34845	1.72815	0
605.6453823	1.72551	0
613.1224858	1.72335	0
620.7865169	1.72133	0
628.644574	1.71971	0
636.7041199	1.71804	0
644.9730045	1.7163	0
653.4594914	1.71482	0
662.1722846	1.71313	0
671.1205588	1.71126	0
680.3139911	1.709	0
689.7627965	1.70753	2.42736E-4
699.4777655	1.70594	4.43029E-4
709.470305	1.70442	7.43574E-4
719.7524833	1.70331	7.41224E-4
730.3370787	1.70168	8.26106E-4
741.2376321	1.70075	8.3309E-4
752.4685053	1.69965	7.15312E-4
764.0449438	1.69779	8.73715E-4
775.9831461	1.69625	9.23473E-4
788.3003389	1.69425	0.00107
801.0148605	1.69362	0.00106
814.1462516	1.68758	0.00251
827.7153558	1.69269	8.81503E-4
841.7444296	1.6939	6.16203E-4
856.2572646	1.68968	0.00213
871.2793219	1.68646	0.00314
886.8378812	1.69084	0.00183
902.9622063	1.6876	0.00313
919.6837287	1.68833	0.00187
937.0362519	1.68557	0.00237
955.0561798	1.68602	0.00216
973.7827715	1.68399	0.00287
993.258427	1.6848	0.00265
1013.529007	1.68382	0.00272
1034.644195	1.68341	0.00229
1056.657901	1.68373	0.00227
1079.628725	1.6806	0.00289
1103.620474	1.6796	0.00249
1128.702758	1.67966	0.00162
1154.951659	1.67843	0.00164
1182.450508	1.67732	0.00125
1211.290765	1.67571	8.57594E-4
1241.573034	1.67481	2.00067E-4
1273.40824	1.67436	1.92209E-5
1306.918983	1.67194	5.76953E-4
1342.241118	1.67438	0
1460.674157	1.67231	0.00127
1504.937011	1.67241	0.00142
1551.966292	1.67015	0.00124
