Wavelength,Intensity
3.217508849999999825e+02,9.732862309905587761e-01
3.218581848000000036e+02,9.863407213471712121e-01
3.219654540999999881e+02,9.878023947135876615e-01
3.220727539000000093e+02,9.799744161826626776e-01
3.221800536999999736e+02,9.727238808311042817e-01
3.222873839999999745e+02,9.273251239321380623e-01
3.223946837999999957e+02,9.505222252922311821e-01
3.225020142000000192e+02,8.837288555941430479e-01
3.226093445000000202e+02,9.285322442635793871e-01
3.227167053000000010e+02,9.043972083754692193e-01
3.228240356000000020e+02,9.332197440161005275e-01
3.229313965000000053e+02,8.975921543769678212e-01
3.230387572999999861e+02,9.396742577461429935e-01
3.231461181999999894e+02,9.324342836517610644e-01
3.232535095000000069e+02,9.493960047399964131e-01
3.233609008999999901e+02,9.323231887796771256e-01
3.234682922000000076e+02,9.531286180086709914e-01
3.235756835999999907e+02,9.367562321614408827e-01
3.236830749999999739e+02,9.598873199636409614e-01
3.237904968000000281e+02,9.566525798358765931e-01
3.238979186999999911e+02,9.730116348176913732e-01
3.240053406000000109e+02,9.837439911925602853e-01
3.241127930000000106e+02,9.809746855958308975e-01
3.242202148000000079e+02,9.787862163700079554e-01
3.243276672000000076e+02,9.799235643891941461e-01
3.244351196000000073e+02,9.418831859519654071e-01
3.245426024999999868e+02,9.496662593617622994e-01
3.246500548999999864e+02,9.318438509815353266e-01
3.247575378000000228e+02,9.400901373261223437e-01
3.248650208000000248e+02,9.239546725236532643e-01
3.249725037000000043e+02,9.603225458769495404e-01
3.250800171000000205e+02,9.038145643318419298e-01
3.251875304999999798e+02,9.521913746839079096e-01
3.252950438999999960e+02,9.336504105413881982e-01
3.254025573999999779e+02,9.578089668377467447e-01
3.255100707999999941e+02,9.417704486834974631e-01
3.256176146999999901e+02,9.625981933678524616e-01
3.257251587000000086e+02,9.504247405000982862e-01
3.258327026000000046e+02,9.692778716329290001e-01
3.259402466000000231e+02,9.551531612727316434e-01
3.260478209999999990e+02,9.820984702009134537e-01
3.261553954999999974e+02,9.752971073076082131e-01
3.262629699999999957e+02,9.842021260807228833e-01
3.263705444000000284e+02,9.753473255975260159e-01
3.264781494000000066e+02,9.815382947091290111e-01
3.265857543999999848e+02,9.601403847821398108e-01
3.266933594000000198e+02,9.731828047328745512e-01
3.268009643999999980e+02,9.438660649766272837e-01
3.269085999000000129e+02,9.576076814269228743e-01
3.270162048000000254e+02,9.105657270204161602e-01
3.271238402999999835e+02,9.378952140752303546e-01
3.272314757999999983e+02,9.145484903015821398e-01
3.273391417999999931e+02,9.260485421438273690e-01
3.274468079000000102e+02,9.448628272009441664e-01
3.275544434000000251e+02,9.494844967666085100e-01
3.276621398999999997e+02,9.388601081398840753e-01
3.277698058999999944e+02,9.468608956826483070e-01
3.278775024000000258e+02,9.442864081412251087e-01
3.279851684999999861e+02,9.670608373550676484e-01
3.280928954999999974e+02,9.531916472435927323e-01
3.282005919999999719e+02,9.665146521087709663e-01
3.283082886000000258e+02,9.654383766976994963e-01
3.284160155999999802e+02,9.804099380808569686e-01
3.285237427000000139e+02,9.595957724256400923e-01
3.286314697000000251e+02,9.688175005969303921e-01
3.287392272999999818e+02,9.446094582889905666e-01
3.288469848999999954e+02,9.383643935340130193e-01
3.289547423999999864e+02,9.230567814313180852e-01
3.290625000000000000e+02,9.385648724785757846e-01
3.291702576000000136e+02,9.040536355119457301e-01
3.292780457000000069e+02,9.472959960198604756e-01
3.293858336999999779e+02,9.106119303170359114e-01
3.294936218000000281e+02,9.501254283787691213e-01
3.296014099000000215e+02,9.355054259194744981e-01
3.297092284999999947e+02,9.544874456733618562e-01
3.298170165999999881e+02,9.175495660171613110e-01
3.299248352000000182e+02,9.456161703643797267e-01
3.300326843000000281e+02,9.436708451232963535e-01
3.301405029000000013e+02,9.679266658991989569e-01
3.302483520999999769e+02,9.611025679857212456e-01
3.303562011999999868e+02,9.718754125205940619e-01
3.304640502999999967e+02,9.888205203683714251e-01
3.305719298999999864e+02,9.899312168288865177e-01
3.306797791000000188e+02,9.786942994772523940e-01
3.307876587000000086e+02,9.788751384902895092e-01
3.308955382999999983e+02,9.460054070421879402e-01
3.310034484999999904e+02,9.637816472440002835e-01
3.311113280999999802e+02,9.482542316079618505e-01
3.312192382999999722e+02,9.598789623521533088e-01
3.313271483999999987e+02,9.206024263613530323e-01
