Wavelength,Intensity
3.217508849999999825e+02,9.697991435198664023e-01
3.218581848000000036e+02,9.709406472526281862e-01
3.219654540999999881e+02,9.860044165931274307e-01
3.220727539000000093e+02,9.814645696830788246e-01
3.221800536999999736e+02,9.535537148444990230e-01
3.222873839999999745e+02,9.419816313984502587e-01
3.223946837999999957e+02,9.592095344468998253e-01
3.225020142000000192e+02,9.369844464785398452e-01
3.226093445000000202e+02,9.359898021434066573e-01
3.227167053000000010e+02,9.509077622359374260e-01
3.228240356000000020e+02,9.832343253701071317e-01
3.229313965000000053e+02,9.355659072838761192e-01
3.230387572999999861e+02,9.749951446206563954e-01
3.231461181999999894e+02,9.311342478969464320e-01
3.232535095000000069e+02,9.954383239180615295e-01
3.233609008999999901e+02,9.675151248768373291e-01
3.234682922000000076e+02,9.609397992469039806e-01
3.235756835999999907e+02,9.831656589667865376e-01
3.236830749999999739e+02,9.741980867029846891e-01
3.237904968000000281e+02,9.711120181489978354e-01
3.238979186999999911e+02,9.662230647633630598e-01
3.240053406000000109e+02,9.710920001611286212e-01
3.241127930000000106e+02,9.761084728057505266e-01
3.242202148000000079e+02,9.673504482496282364e-01
3.243276672000000076e+02,9.603754447084710266e-01
3.244351196000000073e+02,9.548516146609469235e-01
3.245426024999999868e+02,9.606602181716621391e-01
3.246500548999999864e+02,9.612664181850592016e-01
3.247575378000000228e+02,9.806928421654277361e-01
3.248650208000000248e+02,9.618556287214343747e-01
3.249725037000000043e+02,9.868763318577408183e-01
3.250800171000000205e+02,9.766734971483744809e-01
3.251875304999999798e+02,9.712875862171606034e-01
3.252950438999999960e+02,9.968735364821973421e-01
3.254025573999999779e+02,9.803213635899532541e-01
3.255100707999999941e+02,9.431764415301213678e-01
3.256176146999999901e+02,9.600751713439340529e-01
3.257251587000000086e+02,9.532452524966077423e-01
3.258327026000000046e+02,9.757052164505125580e-01
3.259402466000000231e+02,9.353299112951576344e-01
3.260478209999999990e+02,9.736813027193201853e-01
3.261553954999999974e+02,9.671773222312926022e-01
3.262629699999999957e+02,9.579730566932382896e-01
3.263705444000000284e+02,9.330397910700107822e-01
3.264781494000000066e+02,9.682176947929218569e-01
3.265857543999999848e+02,9.720248432127641669e-01
3.266933594000000198e+02,9.754835154617218507e-01
3.268009643999999980e+02,9.648577856133945252e-01
3.269085999000000129e+02,9.554541750213186857e-01
3.270162048000000254e+02,9.380751055560865304e-01
3.271238402999999835e+02,9.822955559945552029e-01
3.272314757999999983e+02,9.189848705814942509e-01
3.273391417999999931e+02,9.362483736664770628e-01
3.274468079000000102e+02,9.433191810900816154e-01
3.275544434000000251e+02,9.569976884315885002e-01
3.276621398999999997e+02,9.530378648534755248e-01
3.277698058999999944e+02,9.467693392457895429e-01
3.278775024000000258e+02,9.430671728816983901e-01
3.279851684999999861e+02,9.812314473171754869e-01
3.280928954999999974e+02,9.619880601765101735e-01
3.282005919999999719e+02,9.696398913740432723e-01
3.283082886000000258e+02,9.460143824907575327e-01
3.284160155999999802e+02,9.646621098557328633e-01
3.285237427000000139e+02,9.602358422690698836e-01
3.286314697000000251e+02,9.633250411081317743e-01
3.287392272999999818e+02,9.431834123552186311e-01
3.288469848999999954e+02,9.792682856563760252e-01
3.289547423999999864e+02,9.863520335795805671e-01
3.290625000000000000e+02,9.860952947009284930e-01
3.291702576000000136e+02,9.428428824285645105e-01
3.292780457000000069e+02,9.743284509796628079e-01
3.293858336999999779e+02,9.378752639615232090e-01
3.294936218000000281e+02,9.623299647616192498e-01
3.296014099000000215e+02,9.211137104521938124e-01
3.297092284999999947e+02,9.582781617722629930e-01
3.298170165999999881e+02,9.496917463033682782e-01
3.299248352000000182e+02,9.478411912241125892e-01
3.300326843000000281e+02,9.521965127808376117e-01
3.301405029000000013e+02,9.639418488245247163e-01
3.302483520999999769e+02,9.666750365522559507e-01
3.303562011999999868e+02,9.601020015465931978e-01
3.304640502999999967e+02,9.406182675797448711e-01
3.305719298999999864e+02,9.665592862342219371e-01
3.306797791000000188e+02,9.508810818729636072e-01
3.307876587000000086e+02,9.615811710199688722e-01
3.308955382999999983e+02,9.666179028906010107e-01
3.310034484999999904e+02,9.772801439056956196e-01
3.311113280999999802e+02,9.654326232385086470e-01
3.312192382999999722e+02,9.731080953480454321e-01
3.313271483999999987e+02,9.617826881394566652e-01
3.314350585999999907e+02,9.422751358296469482e-01
3.315429993000000195e+02,9.449544194565147048e-01
3.316509093999999891e+02,9.627175512241273880e-01
3.317588501000000178e+02,9.186464454025727866e-01
3.318668213000000264e+02,9.452265957731051937e-01
3.319747619999999984e+02,9.377302147239404695e-01
3.320827332000000069e+02,9.635942502325505199e-01
3.321907042999999931e+02,9.726608920552891613e-01
