Wavelength,Intensity
7.445563269169639398e+02,9.685776193225867914e-01
7.444363329395589517e+02,9.550447354362265884e-01
7.443162708104982812e+02,9.592044899077286635e-01
7.441962478490627291e+02,9.532088744829442239e-01
7.440762099893947834e+02,9.492787625875761526e-01
7.439561577111620636e+02,9.524267752454326219e-01
7.438361441661244271e+02,9.517717466291516493e-01
7.437161162336117286e+02,9.500321430128041422e-01
7.435960735002028059e+02,9.483219454331424103e-01
7.434760168908780997e+02,9.440989349036620348e-01
7.433559985967481225e+02,9.405028951667265824e-01
7.432359660117506337e+02,9.407455789962615444e-01
7.431159191684978396e+02,9.450507563501451269e-01
7.429959110987111899e+02,9.467564508481360885e-01
7.428758358195958635e+02,9.466410887738666569e-01
7.427557993448473326e+02,9.467545781741234512e-01
7.426357482629570086e+02,9.475019960689798904e-01
7.425157359823339220e+02,9.461549552250329009e-01
7.423956566570986979e+02,9.481203533338629086e-01
7.422756161639373431e+02,9.507629300572970621e-01
7.421556144840159277e+02,9.517570407442732527e-01
7.420355987362943324e+02,9.514708957157065328e-01
7.419155156640541691e+02,9.533609578327461032e-01
7.417954718953678821e+02,9.559601219692874796e-01
7.416754665233662536e+02,9.593949678555375726e-01
7.415553943856268688e+02,9.591891684253717187e-01
7.414353611192947255e+02,9.574241044381750498e-01
7.413153139458538590e+02,9.551965690747008519e-01
7.411953051970257320e+02,9.528818063851470788e-01
7.410752298464811929e+02,9.492946548460127199e-01
7.409551938375306008e+02,9.453729248158520004e-01
7.408351435739587032e+02,9.432004086002964138e-01
7.407151322054003231e+02,9.438825065826028649e-01
7.405950543986068624e+02,9.429749432959166899e-01
7.404750150749304112e+02,9.411725045190392214e-01
7.403549624772628022e+02,9.397339770901302902e-01
7.402349483592731758e+02,9.405538290410305757e-01
7.401149205554734181e+02,9.406266242963627899e-01
7.399948790981017055e+02,9.432368183080909185e-01
7.398747714645858196e+02,9.471836189581370746e-01
7.397547553515177015e+02,9.487451391487156105e-01
7.396347252060464825e+02,9.471282287610922612e-01
7.395146819431960239e+02,9.473378598936837980e-01
7.393946247125738864e+02,9.451204012211140704e-01
7.392745539876801786e+02,9.435245221378247837e-01
7.391545747056879918e+02,9.447925488300000785e-01
7.390345294900396311e+02,9.460091049279599762e-01
7.389144708424018972e+02,9.423539777785414628e-01
