Wavelength,Intensity
3.217508849999999825e+02,9.724183312532415080e-01
3.218581848000000036e+02,1.002662831074486727e+00
3.219654540999999881e+02,1.013504999904422110e+00
3.220727539000000093e+02,1.017112817390865231e+00
3.221800536999999736e+02,1.020430929683201038e+00
3.222873839999999745e+02,1.001472672030176314e+00
3.223946837999999957e+02,1.000194247502121936e+00
3.225020142000000192e+02,9.633158898820806115e-01
3.226093445000000202e+02,9.794228848224347805e-01
3.227167053000000010e+02,9.645915633389308130e-01
3.228240356000000020e+02,9.850446876109559824e-01
3.229313965000000053e+02,9.005319250021278643e-01
3.230387572999999861e+02,9.440860769193717417e-01
3.231461181999999894e+02,9.292018210794188438e-01
3.232535095000000069e+02,9.262736440060052034e-01
3.233609008999999901e+02,9.379998927276880227e-01
3.234682922000000076e+02,9.161832377682398443e-01
3.235756835999999907e+02,9.173962709845725483e-01
3.236830749999999739e+02,9.457802289751926494e-01
3.237904968000000281e+02,9.360010481898591861e-01
3.238979186999999911e+02,9.432517766631723921e-01
3.240053406000000109e+02,9.594792223096061390e-01
3.241127930000000106e+02,9.898431660344556571e-01
3.242202148000000079e+02,9.705444707837507234e-01
3.243276672000000076e+02,9.956070021379813673e-01
3.244351196000000073e+02,9.898648184012118767e-01
3.245426024999999868e+02,1.006233258257524410e+00
3.246500548999999864e+02,9.970717496581985584e-01
3.247575378000000228e+02,1.001892112784973810e+00
3.248650208000000248e+02,9.558403591327959692e-01
3.249725037000000043e+02,9.452128713118240766e-01
3.250800171000000205e+02,9.004648310360722219e-01
3.251875304999999798e+02,9.425245287130492589e-01
3.252950438999999960e+02,8.933677282567700217e-01
3.254025573999999779e+02,9.442569567545134879e-01
3.255100707999999941e+02,8.983627752489427021e-01
3.256176146999999901e+02,9.536998299107877219e-01
3.257251587000000086e+02,9.355152751094717445e-01
3.258327026000000046e+02,9.552032387230351418e-01
3.259402466000000231e+02,9.504039551576771716e-01
3.260478209999999990e+02,9.658964669219654020e-01
3.261553954999999974e+02,9.669036735654334969e-01
3.262629699999999957e+02,9.842871488974577199e-01
3.263705444000000284e+02,9.830677016359495868e-01
3.264781494000000066e+02,9.877389972038264077e-01
3.265857543999999848e+02,9.966920757741767334e-01
3.266933594000000198e+02,9.994914814766954203e-01
3.268009643999999980e+02,1.011299509112713713e+00
3.269085999000000129e+02,1.007304935105164612e+00
3.270162048000000254e+02,9.608172728200261581e-01
3.271238402999999835e+02,9.823221268244552995e-01
3.272314757999999983e+02,9.461027988585701820e-01
3.273391417999999931e+02,9.370308933618554104e-01
3.274468079000000102e+02,9.351686264590636233e-01
3.275544434000000251e+02,9.341751249853861294e-01
3.276621398999999997e+02,9.400421811615589096e-01
3.277698058999999944e+02,9.491387138689231229e-01
3.278775024000000258e+02,9.558259133765730775e-01
3.279851684999999861e+02,9.599234250683921221e-01
3.280928954999999974e+02,9.587452202768685927e-01
3.282005919999999719e+02,9.658061031145991349e-01
3.283082886000000258e+02,9.787208138302052607e-01
3.284160155999999802e+02,9.670474024898346732e-01
3.285237427000000139e+02,9.579825760435314308e-01
3.286314697000000251e+02,9.800601307089115144e-01
3.287392272999999818e+02,9.813840219138090237e-01
3.288469848999999954e+02,1.002798536811519980e+00
3.289547423999999864e+02,9.986245319418413091e-01
3.290625000000000000e+02,9.830681418162784402e-01
3.291702576000000136e+02,9.591612466407131166e-01
3.292780457000000069e+02,9.352294878405024159e-01
3.293858336999999779e+02,9.077856819546937794e-01
3.294936218000000281e+02,9.356378266734459714e-01
3.296014099000000215e+02,9.272229860107435995e-01
3.297092284999999947e+02,9.654801747653388722e-01
3.298170165999999881e+02,9.282225156538241873e-01
3.299248352000000182e+02,9.363636226329740131e-01
3.300326843000000281e+02,9.299398402168099764e-01
3.301405029000000013e+02,9.813942885634064917e-01
3.302483520999999769e+02,9.632707646706186733e-01
3.303562011999999868e+02,9.778124006463874140e-01
3.304640502999999967e+02,9.764399396809949616e-01
3.305719298999999864e+02,9.852655013073872148e-01
3.306797791000000188e+02,9.981383879126224379e-01
3.307876587000000086e+02,9.962369665228664184e-01
3.308955382999999983e+02,1.000759759980319741e+00
3.310034484999999904e+02,1.002749270597731446e+00
3.311113280999999802e+02,9.970326520891334976e-01
3.312192382999999722e+02,9.721766067875037276e-01
3.313271483999999987e+02,9.736922923755959580e-01
3.314350585999999907e+02,9.419256134565940908e-01
3.315429993000000195e+02,9.172996777762733034e-01
3.316509093999999891e+02,9.313179069928287923e-01
3.317588501000000178e+02,9.143526770064609455e-01
3.318668213000000264e+02,9.420427745085493410e-01
3.319747619999999984e+02,9.340510252818906567e-01
3.320827332000000069e+02,9.671613946937493989e-01
3.321907042999999931e+02,9.533254688562293744e-01
3.322986755000000016e+02,9.561475306864848367e-01
3.324066467000000102e+02,9.456847981069225195e-01
3.325146483999999987e+02,9.651728016011404954e-01
3.326226196000000073e+02,9.612706360328749922e-01
3.327306518999999980e+02,9.867777247724914824e-01
3.328386535999999865e+02,9.662920374087561326e-01
3.329466552999999749e+02,1.021316197193290476e+00
3.330546875000000000e+02,9.826336419783365805e-01
3.331627197000000251e+02,9.749805606828859661e-01
3.332707520000000159e+02,9.447185794157396677e-01
3.333788147000000208e+02,9.485285837608322668e-01
3.334868468999999891e+02,8.783068878461566253e-01
3.335949097000000165e+02,9.439730943355232329e-01
3.337029724000000215e+02,9.205382710103616750e-01
3.338110656999999719e+02,9.324014747302765693e-01
3.339191283999999769e+02,9.368548509844211170e-01
3.340272216999999841e+02,9.353191178915194470e-01
3.341353149000000258e+02,9.354898667088166198e-01
3.342434081999999762e+02,9.538855771336229861e-01
3.343515320000000202e+02,9.505208195678287453e-01
3.344596252000000050e+02,9.508294782164411485e-01
3.345677489999999921e+02,9.537045288111086760e-01
3.346759033000000159e+02,9.651754777935080964e-01
3.347840271000000030e+02,9.914851798805009997e-01
3.348921814000000268e+02,9.761556423284563078e-01
3.350003356999999937e+02,9.820793919168457897e-01
3.351084900000000175e+02,9.719650547165956667e-01
3.352166442999999845e+02,9.514380678405863767e-01
3.353248290999999881e+02,9.771027130029497076e-01
3.354329834000000119e+02,9.568278703780241923e-01
3.355411682000000155e+02,9.483877069616321043e-01
3.356493834999999990e+02,8.959245131712662014e-01
3.357575684000000251e+02,9.626975319333688219e-01
3.358657837000000086e+02,9.274160028628204433e-01
3.359739989999999921e+02,9.460460614718224637e-01
3.360822143999999980e+02,9.213070372011343823e-01
3.361904296999999815e+02,9.536278803761446543e-01
3.362986755000000016e+02,9.105829227791255587e-01
3.364069213999999874e+02,9.526544039568508593e-01
3.365151672000000076e+02,9.547798137771453808e-01
3.366234130999999934e+02,9.685943872180512448e-01
3.367316589000000135e+02,9.588755191662182709e-01
3.368399352999999792e+02,9.774092506987791529e-01
3.369482117000000017e+02,9.716477033587420653e-01
3.370564880000000016e+02,9.776952612782295882e-01
3.371647949000000040e+02,9.724498801173235840e-01
3.372730713000000264e+02,9.610782778368811563e-01
3.373813781999999719e+02,9.536712540650494896e-01
3.374896850999999742e+02,9.525141930903286980e-01
3.375980225000000132e+02,9.236041895781467170e-01
3.377063292999999931e+02,9.219886750767414263e-01
3.378146666999999752e+02,9.192010378884126753e-01
3.379230041999999798e+02,9.421401057205335272e-01
3.380313416000000188e+02,9.384480686128076066e-01
3.381397094999999808e+02,9.493063395516498915e-01
3.382480773999999997e+02,9.266026988131847997e-01
3.383564453000000185e+02,9.632113629035182756e-01
3.384648131999999805e+02,9.487556981076132878e-01
3.385731812000000218e+02,9.565940075460395153e-01
3.386815796000000205e+02,9.707620888372181511e-01
3.387899780000000192e+02,9.771450762246672861e-01
3.388983764999999835e+02,9.861412230951278612e-01
3.390067748999999822e+02,9.824474104475543479e-01
3.391151732999999808e+02,9.747776016113587350e-01
3.392236022999999818e+02,9.737383970727953031e-01
3.393320312000000172e+02,9.546186874654575272e-01
3.394404602000000182e+02,9.523921306745034565e-01
3.395489196999999990e+02,9.105351965233402511e-01
3.396573485999999775e+02,9.432673213495512687e-01
3.397658081000000152e+02,9.329724225037043794e-01
3.398742675999999960e+02,9.588634480543014593e-01
3.399827576000000136e+02,9.135011506781008928e-01
3.400912169999999719e+02,9.415620160780812098e-01
3.401997069999999894e+02,9.267285537887485214e-01
3.403081970000000069e+02,9.532887556882227997e-01
3.404166870000000245e+02,9.318555780340702643e-01
3.405252075000000218e+02,9.444245959052893769e-01
3.406336974999999825e+02,9.717891220135913555e-01
3.407422179999999798e+02,9.750096791104896354e-01
3.408507384999999772e+02,9.729141493601366486e-01
3.409592895999999769e+02,9.736104070109039554e-01
3.410678100999999742e+02,9.591713634139820144e-01
3.411763611000000083e+02,9.758977290864460086e-01
3.412849120999999855e+02,9.412111376412464203e-01
3.413934631000000195e+02,9.536435338299228404e-01
3.415020446999999990e+02,9.424017756886972075e-01
3.416106262000000129e+02,9.434976085692761139e-01
3.417192077999999924e+02,9.374400330948208238e-01
3.418277893000000063e+02,9.311747339952529678e-01
3.419363708000000202e+02,9.372485168961005586e-01
3.420449828999999795e+02,9.363812323829650008e-01
3.421535949999999957e+02,9.164796541166573274e-01
3.422622069999999894e+02,9.526079415304488096e-01
3.423708191000000056e+02,9.464245401967174010e-01
3.424794312000000218e+02,9.400018060082810933e-01
3.425880736999999954e+02,9.666660811763789773e-01
3.426967162999999914e+02,9.601136911325159895e-01
3.428053588999999874e+02,9.848875265397381007e-01
3.429140320000000202e+02,9.882230551377149119e-01
3.430226746000000162e+02,9.888267789786751027e-01
3.431313476999999921e+02,1.002623181325978940e+00
3.432400208000000248e+02,9.673726261383616132e-01
3.433486937999999782e+02,9.746497003920218116e-01
3.434573975000000132e+02,9.712220834275512305e-01
3.435661011000000258e+02,9.427617762325062323e-01
3.436748046999999815e+02,9.346341381581352303e-01
3.437835082999999941e+02,9.466705345979504749e-01
3.438922119000000066e+02,9.241805707136276915e-01
3.440009459999999990e+02,9.392320424584386096e-01
3.441096802000000139e+02,9.378114920690971967e-01
3.442184143000000063e+02,9.652701195395319012e-01
3.443271483999999987e+02,9.608858763689475113e-01
3.444359130999999934e+02,9.740512489215292780e-01
3.445446471999999858e+02,9.489532443079585766e-01
3.446534118999999805e+02,9.883486163066140806e-01
3.447622069999999894e+02,9.759565936089859006e-01
3.448709716999999841e+02,9.925163394273401885e-01
3.449797667999999931e+02,9.825203713230965530e-01
3.450885620000000245e+02,9.877337913105358469e-01
3.451973571999999990e+02,9.790468935327030220e-01
3.453061523000000079e+02,9.756796269868216465e-01
3.454149780000000192e+02,9.665237241838651183e-01
3.455237731999999937e+02,9.492553394452505344e-01
3.456325989000000050e+02,9.481011608077059005e-01
3.457414246000000162e+02,9.478928596882683077e-01
3.458502808000000073e+02,9.206597584925159117e-01
3.459591369999999984e+02,9.453385096475299676e-01
3.460679625999999871e+02,9.303299003629380559e-01
