Wavelength,Intensity
3.217508849999999825e+02,8.966982974075033974e-01
3.218581848000000036e+02,8.831797749759717764e-01
3.219654540999999881e+02,9.024003607553817696e-01
3.220727539000000093e+02,8.893370466588071954e-01
3.221800536999999736e+02,9.020177141343200811e-01
3.222873839999999745e+02,8.562231114909071295e-01
3.223946837999999957e+02,8.961013407346362092e-01
3.225020142000000192e+02,8.253003947372008486e-01
3.226093445000000202e+02,8.703727292335695642e-01
3.227167053000000010e+02,7.948555247979796068e-01
3.228240356000000020e+02,8.603395925178810577e-01
3.229313965000000053e+02,7.833288371922789706e-01
3.230387572999999861e+02,8.509158928851363601e-01
3.231461181999999894e+02,8.038270293757203699e-01
3.232535095000000069e+02,8.476996813969513989e-01
3.233609008999999901e+02,8.059102551340788789e-01
3.234682922000000076e+02,8.539984509134559421e-01
3.235756835999999907e+02,8.246272014705942066e-01
3.236830749999999739e+02,8.794773749253839146e-01
3.237904968000000281e+02,8.508642353707758232e-01
3.238979186999999911e+02,8.754932910122270595e-01
3.240053406000000109e+02,8.709788712073368577e-01
3.241127930000000106e+02,8.875003826815497376e-01
3.242202148000000079e+02,8.757574793052507189e-01
3.243276672000000076e+02,9.109825482051892021e-01
3.244351196000000073e+02,8.788570467162394317e-01
3.245426024999999868e+02,8.960563738752471696e-01
3.246500548999999864e+02,8.837705004292256694e-01
3.247575378000000228e+02,8.947115044992474120e-01
3.248650208000000248e+02,8.112205468293389732e-01
3.249725037000000043e+02,8.538080485356178695e-01
3.250800171000000205e+02,7.407826502050530726e-01
3.251875304999999798e+02,8.420325072763279461e-01
3.252950438999999960e+02,7.767166627667776435e-01
3.254025573999999779e+02,8.481692139327730029e-01
3.255100707999999941e+02,8.136081687162217690e-01
3.256176146999999901e+02,8.719488237851512613e-01
3.257251587000000086e+02,8.369713940039933409e-01
3.258327026000000046e+02,8.852612162547055519e-01
3.259402466000000231e+02,8.661333466754583821e-01
3.260478209999999990e+02,9.036551352003844295e-01
3.261553954999999974e+02,8.638309955509463345e-01
3.262629699999999957e+02,9.070645999312144658e-01
3.263705444000000284e+02,8.649078101411646902e-01
3.264781494000000066e+02,9.101452446460859269e-01
3.265857543999999848e+02,8.839229919028823712e-01
3.266933594000000198e+02,9.017246370215887818e-01
3.268009643999999980e+02,8.786575134307920143e-01
3.269085999000000129e+02,8.889297436161619492e-01
3.270162048000000254e+02,8.246005239899222294e-01
3.271238402999999835e+02,8.686318191598531024e-01
3.272314757999999983e+02,7.784839520033118854e-01
3.273391417999999931e+02,8.523444573800051938e-01
3.274468079000000102e+02,8.193955421711436315e-01
3.275544434000000251e+02,8.496933538197850577e-01
3.276621398999999997e+02,8.184882696038892069e-01
3.277698058999999944e+02,8.645297784779486516e-01
3.278775024000000258e+02,8.439755561992855482e-01
3.279851684999999861e+02,8.847160797745983185e-01
3.280928954999999974e+02,8.602582080540901455e-01
3.282005919999999719e+02,8.875637121434316601e-01
3.283082886000000258e+02,8.759093208196011560e-01
3.284160155999999802e+02,8.907724798964068436e-01
3.285237427000000139e+02,8.671523541773135113e-01
3.286314697000000251e+02,8.883973589509135405e-01
3.287392272999999818e+02,8.722013128106199664e-01
3.288469848999999954e+02,8.826118919961686293e-01
3.289547423999999864e+02,8.415795551504494654e-01
3.290625000000000000e+02,8.793866844801737637e-01
3.291702576000000136e+02,7.806796103754901628e-01
3.292780457000000069e+02,8.523842670607695293e-01
3.293858336999999779e+02,7.772799517287778404e-01
3.294936218000000281e+02,8.553490163911238175e-01
3.296014099000000215e+02,7.797391227618909459e-01
3.297092284999999947e+02,8.647263949769424807e-01
3.298170165999999881e+02,8.123339314199297112e-01
3.299248352000000182e+02,8.580063539067218636e-01
3.300326843000000281e+02,8.222367068811676782e-01
3.301405029000000013e+02,8.902051396090152613e-01
3.302483520999999769e+02,8.702764661315738337e-01
3.303562011999999868e+02,8.895967918490222948e-01
3.304640502999999967e+02,8.780174987795333896e-01
3.305719298999999864e+02,8.954070464211418834e-01
3.306797791000000188e+02,8.765807981693540807e-01
3.307876587000000086e+02,8.943951580821704050e-01
3.308955382999999983e+02,8.804032020173115924e-01
3.310034484999999904e+02,8.956502419015581751e-01
3.311113280999999802e+02,8.689992251015444813e-01
3.312192382999999722e+02,8.648901320362833989e-01
3.313271483999999987e+02,8.094065936408043616e-01
3.314350585999999907e+02,8.398800692548240576e-01
3.315429993000000195e+02,7.773170304353557158e-01
3.316509093999999891e+02,8.525158102147643024e-01
3.317588501000000178e+02,7.925500143802831632e-01
3.318668213000000264e+02,8.570598659078838555e-01
3.319747619999999984e+02,8.222673061700607189e-01
3.320827332000000069e+02,8.813726570003460603e-01
3.321907042999999931e+02,8.533141517225211192e-01
3.322986755000000016e+02,8.869607249503441704e-01
3.324066467000000102e+02,8.618103428351977513e-01
3.325146483999999987e+02,8.873014262559910659e-01
3.326226196000000073e+02,8.771256816989335681e-01
3.327306518999999980e+02,8.969052315919725515e-01
3.328386535999999865e+02,8.588491728663537605e-01
3.329466552999999749e+02,9.052879444076532556e-01
3.330546875000000000e+02,8.624950726926925437e-01
3.331627197000000251e+02,8.646878471096867136e-01
3.332707520000000159e+02,8.104584760241430041e-01
3.333788147000000208e+02,8.470643960259327532e-01
3.334868468999999891e+02,7.716128912195260314e-01
3.335949097000000165e+02,8.412990807445493990e-01
3.337029724000000215e+02,8.022413770751510853e-01
3.338110656999999719e+02,8.443618425023119434e-01
3.339191283999999769e+02,8.082832303610011371e-01
