#Thorlabs FTS
[SpectrumHeader]
#Date;20240708
#Time;13522473
#GMTTime;17522473
#Instrument;0
#InstrModel;CCS100
#Series;0
#InterferometerSerial;M00316293
#Type;emission
#ChannelIndex;0
#XAxisUnit;eV
#YAxisUnit;intensity
#Average;1000
#RollingAverage;0
#SpectrumSmooth;0
#SSmoothParam1;0
#SSmoothParam2;0
#SSmoothParam3;0
#SSmoothParam4;0
#IntegrationTime;8.000000
#TriggerMode;0
#AirMeasureOpt;0
#AirTemp;0.00
#AirPressure;0.00
#AirRelHum;0.00
#WnrMin;13430.952148
#WnrMax;31079.945312
#Length;3648
#Resolution;0.0000000000e+00
#ADC;0
#InstrStatus;0
#RefLaserLocked;0
#ChannelIndex;0
#AttenuationFilter;0
#Stitched;0
#ExcitationWavelength_nm;0
#SoftwareVersion;
#FirmwareVersion;
#Motor_FirmwareVersion;
#ReconstructionAlgorithms_SoftwareVersion;
#Sensor_FirmwareVersion;
#InstrSeriesIdentifier;MUN_CCS_SERIES
#Name;
#Comment;""
#ExtComment;""
#Source;
[Data]
1.664767265e+00;1.933149062e-03
1.665035605e+00;1.658724970e-03
1.665304184e+00;2.585501410e-03
1.665572762e+00;2.648344496e-03
1.665841460e+00;5.136976484e-03
1.666110277e+00;6.720610429e-03
1.666379094e+00;7.612012327e-02
1.666648030e+00;1.254672855e-01
1.666917086e+00;1.261993349e-01
1.667186260e+00;1.250714064e-01
1.667455435e+00;1.270791143e-01
1.667724729e+00;1.264311075e-01
1.667994142e+00;1.276094764e-01
1.668263555e+00;1.259052306e-01
1.668533206e+00;1.267059892e-01
1.668802857e+00;1.261169463e-01
1.669072628e+00;1.279986799e-01
1.669342399e+00;1.283037215e-01
1.669612408e+00;1.291557699e-01
1.669882417e+00;1.283202618e-01
1.670152426e+00;1.287747771e-01
1.670422554e+00;1.280944347e-01
1.670692921e+00;1.293334067e-01
1.670963287e+00;1.290141493e-01
1.671233654e+00;1.301676929e-01
1.671504259e+00;1.297159344e-01
1.671774864e+00;1.317068785e-01
1.672045588e+00;1.309452057e-01
1.672316313e+00;1.328936815e-01
1.672587276e+00;1.321402043e-01
